transcript,ground_truth,WER (%),CER (%)
./test_set/transcript_1.txt,./test_set/ground_truth_1.txt,4.3478260869565215,1.762114537444934
./test_set/transcript_2.txt,./test_set/ground_truth_2.txt,5.0,1.9138755980861244
